dish1,dish2,count
aac fried chicken burger,ghostbuster sauce,1
fried chicken tenders,iced green tea - mojito,1
fried chicken tenders,grilled chicken dirty burger,1
bone in angara grilled chicken ,bone in peri peri grilled chicken ,1
bone in angara grilled chicken ,tipsy tiger fresh lime soda,1
fried chicken kabuli tender ,salted crisper fries,1
fried chicken kabuli tender ,grilled chicken angara tender ,1
fried chicken kabuli tender ,grilled chicken smoky bbq tender ,1
bone in smoky bbq grilled chicken ,smoky bbq sauce,1
grilled chicken angara tender ,grilled chicken peri peri tender ,1
grilled chicken angara tender ,grilled chicken smoky bbq tender,1
dirty saucy chicken loaded fries,herbed potato,1
grilled chicken angara tender ,peri peri fries ,1
grilled chicken angara tender ,tipsy tiger ginger ale,1
grilled chicken angara tender ,grilled chicken jamaican tender,1
bone in peri peri grilled chicken ,tipsy tiger fresh lime soda,1
bone in peri peri grilled chicken ,raw masala lemon shikanji,1
bone in peri peri grilled chicken ,jamaican sauce,1
bone in peri peri grilled chicken ,peri peri crisper fries,1
bone in angara grilled chicken ,raw masala lemon shikanji,1
bone in jamaican grilled chicken ,indian pico de-gallo,1
bone in jamaican grilled chicken ,fried chicken ghostbuster tender,1
loaded pork pepperoni pizza,og cheese pide,1
classic bacon melt tenderloin burger,very peri tenderloin burger,1
loaded chicken pepperoni pizza,salted fries,1
classic bacon melt tenderloin burger,fried chicken beast burger,1
loaded chicken pepperoni pizza,margherita pizza,1
loaded chicken pepperoni pizza,makhani paneer pizza,1
chicken smashed double burger,tipsy tiger ginger ale,1
chicken smashed double burger,salted fries,1
chicken smashed double burger,mutton smashed burger,1
grilled chicken angara boneless breast,grilled chicken angara tangdi,1
loaded chicken pepperoni pizza,loaded jamaican grilled chicken pizza,1
classic bacon melt tenderloin burger,dirty indian masala fries,1
grilled chicken angara boneless breast,grilled chicken jamaican tender,1
grilled chicken angara boneless breast,herbed potato,1
classic bacon melt tenderloin burger,dirty indian slaw,1
classic bacon melt tenderloin burger,fire alarm tenderloin burger,1
grilled chicken angara boneless breast,grilled chicken peri peri boneless breast,1
grilled chicken angara boneless breast,grilled chicken ghostbuster tangdi,1
loaded chicken pepperoni pizza,peri peri paneer pizza,1
loaded chicken pepperoni pizza,spinach sumac pide,1
chocolate walnut brownie,salted crisper fries,1
chicken 65 grilled chicken quarter,smoky bbq boneless grilled chicken breast,1
grilled chicken jamaican tender ,grilled chicken smoky bbq tender ,1
dynamite sauce,indian salsa,1
chicken smashed burger,fried chicken tenders,1
chicken smashed burger,chicken smashed double burger,1
chicken smashed burger,peri peri fries,1
grilled chicken smoky bbq tender ,peri peri fries ,1
chicken smashed burger,tipsy tiger fresh lime soda,1
peri peri boneless grilled chicken breast,peri peri dip,1
loaded chicken pepperoni pizza,mutton seekh pizza,1
peri peri boneless grilled chicken breast,smoky bbq grilled chicken quarter,1
loaded chicken pepperoni pizza,pepperoni garlic bread,1
peri peri boneless grilled chicken breast,raw masala lemon shikanji,1
loaded chicken pepperoni pizza,peri peri grilled chicken pizza,1
loaded chicken pepperoni pizza,mushroom mozzarella melt,1
loaded chicken pepperoni pizza,tripple cheese pizza,1
loaded chicken pepperoni pizza,murgh amritsari seekh pide,1
chocolate walnut brownie,grilled tangdis,1
chocolate walnut brownie,peri peri paneer pizza,1
fried chicken beast aac burger,grilled chicken jamaican tangdi,1
loaded jamaican grilled chicken pizza,tipsy tiger ginger ale,1
atomic veg burger,onion rings,1
dirty indian slaw,iced green tea - peach,1
loaded jamaican grilled chicken pizza,peri peri chicken melt,1
loaded jamaican grilled chicken pizza,peri peri crisper fries,1
grlld vegetables,malvani grilled chicken quarter,1
carribean jerk boneless grilled chicken breast,smoky bbq grilled chicken quarter,1
loaded jamaican grilled chicken pizza,pepperoni garlic bread,1
loaded jamaican grilled chicken pizza,peri peri paneer pizza,1
atomic veg burger,grilled chicken dirty burger,1
loaded jamaican grilled chicken pizza,mushroom mozzarella melt,1
loaded jamaican grilled chicken pizza,murgh amritsari garlic bread,1
loaded pork pepperoni pizza,pepperoni garlic bread,1
carribean jerk boneless grilled chicken breast,peri peri boneless grilled chicken breast,1
carribean jerk boneless grilled chicken breast,malvani grilled chicken quarter,1
carribean jerk boneless grilled chicken breast,grlld potatoes,1
carribean jerk boneless grilled chicken breast,grlld vegetables,1
grilled chicken jamaican boneless breast,grilled chicken smoky bbq tangdi,1
grilled chicken jamaican boneless breast,grilled chicken smoky bbq tender,1
chocolate walnut brownie,tripple cheese pizza,1
chicken 65 boneless grilled chicken breast,peri peri dip,1
chocolate walnut brownie,mushroom mozzarella melt,1
chocolate walnut brownie,garlic aioli,1
chocolate walnut brownie,fried chicken peri peri tender,1
grilled chicken angara boneless breast,grilled chicken jamaican boneless breast,1
chocolate walnut brownie,iced green tea - peach,1
chocolate walnut brownie,masala paneer pide,1
chicken 65 boneless grilled chicken breast,cous cous,1
chicken 65 boneless grilled chicken breast,smoky bbq boneless grilled chicken breast,1
grilled chicken jamaican boneless breast,raw masala lemon shikanji,1
chicken 65 boneless grilled chicken breast,malvani boneless grilled chicken breast,1
grilled chicken angara boneless breast,grilled chicken jamaican tangdi,1
grilled chicken smoky bbq boneless breast,grilled chicken smoky bbq tender,1
grilled chicken jamaican boneless breast,kabuli grilled paneer (8 pcs),1
grilled chicken jamaican boneless breast,grilled chicken jamaican tangdi,1
atomic veg burger,og cheese burger,1
grilled chicken jamaican boneless breast,tipsy tiger fresh lime soda,1
grilled chicken jamaican tender ,salted fries ,1
grilled chicken jamaican tender ,peri peri fries ,1
dynamite sauce,peri peri fries,1
animal fries ,indian pico de-gallo,1
indian salsa,salted fries,1
indian salsa,raw masala lemon shikanji,1
indian salsa,masala paneer pide,1
fried chicken peri peri tender ,garlic aioli,1
animal fries ,peri peri crisper fries,1
animal fries ,onion rings,1
animal fries ,harisa mayo,1
animal fries ,india dynamite sauce,1
indian salsa,loaded pork pepperoni pizza,1
indian salsa,mayonnaise,1
indian salsa,malai gud pide,1
indian salsa,mushroom mozzarella melt,1
indian salsa,mushroom pizza,1
harissa mayo,murgh amritsari seekh pide,1
harissa mayo,masala paneer pide,1
harissa mayo,jamaican sauce,1
indian salsa,mutton seekh pide,1
fried chicken peri peri tender ,smoky bbq sauce,1
grilled chicken jamaican tender ,grilled chicken smoky bbq tender,1
indian salsa,loaded korean grilled chicken pizza,1
fried chicken beast aac burger,grilled chicken angara tangdi,1
fried chicken beast aac burger,salted crisper fries,1
honey mustard sauce,mayonnaise,1
honey mustard sauce,jamaican sauce,1
indian salsa,margherita pizza,1
indian salsa,peri peri paneer melt,1
bone in jamaican grilled chicken ,bone in kabuli grilled chicken,1
bone in jamaican grilled chicken ,bone in peri peri grilled chicken,1
fried chicken peri peri tender ,jamaican sauce,1
bone in jamaican grilled chicken ,salted fries ,1
bone in jamaican grilled chicken ,grilled chicken peri peri tender,1
bone in jamaican grilled chicken ,tipsy tiger fresh lime soda,1
bone in jamaican grilled chicken ,fried chicken peri peri tender ,1
bone in jamaican grilled chicken ,grilled chicken peri peri tangdi,1
indian salsa,masala potato pide,1
fried chicken peri peri tender ,ghostbuster sauce,1
harissa mayo,honey mustard sauce,1
harissa mayo,iced green tea - peach,1
harissa mayo,mutton seekh pide,1
dynamite sauce,grilled chicken jamaican tender,1
salted fries ,smoky bbq sauce,1
butter chicken grilled burger,classic bacon melt tenderloin burger,1
butter chicken grilled burger,salted fries,1
fried chicken boneless bites - 6pcs,fried chicken tangdi - 2pcs,1
fried chicken boneless bites - 6pcs,mint mayonnaise,1
dynamite sauce,grilled chicken peri peri tender,1
dynamite sauce,jamaican sauce,1
peri peri fries ,salted crisper fries,1
animal fries ,grilled chicken peri peri tender,1
dynamite sauce,grilled chicken angara tender,1
dynamite sauce,grilled chicken smoky bbq tender,1
dynamite sauce,fried chicken classic tender,1
dynamite sauce,smoky bbq sauce,1
dynamite sauce,fried chicken angara tender,1
grilled chicken jamaican tender ,smoky bbq sauce,1
grilled chicken jamaican tender ,india dynamite sauce,1
butter chicken grilled burger,dirty indian masala fries,1
raw mint mojito iced tea,tipsy tiger ginger ale,1
animal fries ,tipsy tiger fresh lime soda,1
raw mint mojito iced tea,raw peach iced tea,1
animal fries ,grilled chicken jamaican tender,1
animal fries ,fried chicken angara tender,1
harissa mayo,peri peri chicken melt,1
harissa mayo,murgh amritsari seekh melt,1
animal fries ,bone in peri peri grilled chicken,1
animal fries ,fried chicken ghostbuster tender,1
animal fries ,salted fries ,1
harissa mayo,salted crisper fries,1
harissa mayo,peanut butter chocolate pide,1
harissa mayo,salted fries,1
harissa mayo,smoky bbq sauce,1
harissa mayo,tipsy tiger ginger ale,1
harissa mayo,mutton seekh pizza,1
raw peach iced tea,tipsy tiger ginger ale,1
animal fries ,fried chicken kabuli tender,1
aac grilled paneer burger,cafreal dip,1
grilled chicken peri peri tangdi,grilled chicken smoky bbq tender,1
aac grilled paneer burger,grilled chicken jamaican tangdi,1
garlic aioli,loaded korean grilled chicken pizza,1
garlic aioli,grilled chicken afghani boneless breast,1
garlic aioli,grilled chicken jamaican boneless breast,1
garlic aioli,mutton seekh pizza,1
garlic aioli,peanut butter chocolate pide,1
garlic aioli,malai gud pide,1
garlic aioli,tenderloin smashed burger,1
garlic aioli,mutton smashed double burger,1
garlic aioli,masala potato pide,1
garlic aioli,ghostbuster sauce,1
fried chicken classic tender,onion bombs,1
garlic aioli,salted fries ,1
garlic aioli,grilled chicken angara tenders + salted fries,1
garlic aioli,grilled chicken smoky bbq tangdi,1
indian pico de-gallo,raw masala lemon shikanji,1
indian pico de-gallo,peri peri paneer melt,1
indian pico de-gallo,salted fries,1
indian pico de-gallo,kabuli grilled paneer (8 pcs),1
indian pico de-gallo,onion bombs,1
fried chicken classic tender,salted krispers,1
fried chicken classic tender,indian honey mustard sauce,1
indian pico de-gallo,mushroom pizza,1
aac saucy fries,grilled chicken peri peri tangdi,1
aac saucy fries,coleslaw,1
aac saucy fries,fried chicken beast aac burger,1
aac saucy fries,fried chicken kabuli tender,1
aac saucy fries,angara rice,1
aac saucy fries,fried chicken ghostbuster tender,1
aac saucy fries,fried chicken peri peri tender ,1
aac saucy fries,harisa mayo,1
aac saucy fries,animal fries ,1
aac saucy fries,onion bombs,1
fried chicken classic tender,grilled chicken angara tangdi,1
aac saucy fries,tipsy tiger fresh lime soda,1
aac saucy fries,aac special slaw,1
fried chicken classic tender,grilled chicken jamaican boneless breast,1
fried chicken classic tender,peri peri sauce,1
fried chicken classic tender,grilled chicken angara tender,1
fried chicken classic tender,harisa mayo,1
fried chicken classic tender,mayonnaise,1
fried chicken classic tender,raw masala lemon shikanji,1
indian pico de-gallo,jamaican sauce,1
indian pico de-gallo,peri peri grilled chicken pizza,1
aac saucy fries,aac signature fries,1
angara aloo tuk tuki,bone in kabuli grilled chicken,1
grilled chicken smoky bbq tender,peri peri fries ,1
grilled chicken smoky bbq tender,harisa mayo,1
grilled chicken smoky bbq tender,mayonnaise,1
grilled chicken smoky bbq tender,onion bombs,1
angara aloo tuk tuki,cafreal dip,1
angara aloo tuk tuki,grilled chicken peri peri tangdi,1
angara aloo tuk tuki,salted fries,1
angara aloo tuk tuki,grilled chicken peri peri tender,1
angara aloo tuk tuki,iced green tea - mojito,1
grilled chicken smoky bbq tender,peri peri sauce,1
angara aloo tuk tuki,salted krispers,1
fried chicken peri peri tenders + peri peri fries,herbed potato,1
fried chicken peri peri tenders + peri peri fries,grilled chicken peri peri tender,1
fried chicken peri peri tenders + peri peri fries,harisa mayo,1
fried chicken peri peri tenders + peri peri fries,peri peri sauce,1
fried chicken peri peri tenders + peri peri fries,grilled chicken jamaican tangdi,1
fried chicken peri peri tenders + peri peri fries,garlic aioli,1
fried chicken peri peri tenders + peri peri fries,salted krispers,1
grilled chicken smoky bbq tender,indian pico de-gallo,1
grilled chicken smoky bbq tender,indian honey mustard sauce,1
indian pico de-gallo,spinach sumac pide,1
fried chicken peri peri tender,honey mustard sauce,1
indian pico de-gallo,murgh amritsari garlic bread,1
indian pico de-gallo,masala paneer pide,1
indian pico de-gallo,mutton seekh pide,1
indian pico de-gallo,murgh amritsari seekh pide,1
indian pico de-gallo,just pepperoni pizza,1
indian pico de-gallo,mutton seekh pizza,1
indian pico de-gallo,malai gud pide,1
fried chicken peri peri tender,grilled chicken peri peri boneless breast,1
fried chicken peri peri tender,salted fries ,1
grilled chicken smoky bbq tender,raw masala lemon shikanji,1
fried chicken peri peri tender,iced green tea - mojito,1
fried chicken peri peri tender,iced green tea - peach,1
fried chicken peri peri tender,grilled chicken tangdi jamaican + salted krispers,1
fried chicken peri peri tender,fried chicken peri peri tenders + peri peri fries,1
grilled chicken smoky bbq tender,grilled chicken tangdi jamaican + salted krispers,1
grilled chicken smoky bbq tender,iced green tea - mojito,1
grilled chicken smoky bbq tender,harissa mayo,1
grilled chicken smoky bbq tender,jamaican sauce,1
aac saucy fries,herbed potato,1
bone in kabuli grilled chicken,indian pico de-gallo,1
grilled chicken angara tenders + salted fries,grilled chicken jamaican tangdi,1
cafreal dip,grilled chicken jamaican tangdi,1
cafreal dip,grilled chicken afghani boneless breast,1
cafreal dip,jamaican sauce,1
cafreal dip,fried chicken beast aac burger,1
cafreal dip,grilled chicken jamaican tender,1
cafreal dip,grilled chicken smoky bbq boneless breast,1
cafreal dip,grilled chicken peri peri tender,1
cafreal dip,mayonnaise,1
cafreal dip,india dynamite sauce,1
cafreal dip,smoky bbq sauce,1
onion bombs,onion rings,1
cafreal dip,grilled chicken angara tangdi,1
cafreal dip,fried chicken peri peri tender,1
cafreal dip,indian pico de-gallo,1
india dynamite sauce,raw masala lemon shikanji,1
india dynamite sauce,mayonnaise,1
india dynamite sauce,smoky bbq sauce,1
india dynamite sauce,indian pico de-gallo,1
aac special slaw,bone in jamaican grilled chicken quarter + angara rice,1
onion bombs,salted krispers,1
onion bombs,peri peri crisper fries,1
aac special slaw,angara aloo tuk tuki,1
fried chicken kabuli tender,grilled chicken peri peri tender,1
aac signature krispers,fried chicken kabuli tender,1
fried chicken kabuli tender,grilled chicken smoky bbq boneless breast,1
fried chicken kabuli tender,grilled chicken jamaican boneless breast,1
fried chicken kabuli tender,raw masala lemon shikanji,1
fried chicken kabuli tender,grilled chicken smoky bbq tangdi,1
fried chicken kabuli tender,herbed potato,1
fried chicken kabuli tender,honey mustard sauce,1
fried chicken kabuli tender,mayonnaise,1
fried chicken kabuli tender,fried chicken peri peri tenders + peri peri fries,1
onion bombs,salted crisper fries,1
fried chicken kabuli tender,indian pico de-gallo,1
fried chicken kabuli tender,salted fries ,1
fried chicken kabuli tender,grilled chicken jamaican tender ,1
fried chicken kabuli tender,grilled chicken angara tenders + salted fries,1
fried chicken kabuli tender,india dynamite sauce,1
fried chicken kabuli tender,tipsy tiger ginger ale,1
fried chicken kabuli tender,grilled chicken peri peri tangdi,1
onion bombs,tipsy tiger fresh lime soda,1
aac special slaw,onion rings,1
aac special slaw,ghostbuster sauce,1
bone in kabuli grilled chicken,kabuli grilled paneer (8 pcs),1
bone in kabuli grilled chicken,grilled chicken afghani boneless breast,1
grilled chicken smoky bbq tangdi,grilled chicken tangdi jamaican + salted krispers,1
grilled chicken smoky bbq tangdi,harisa mayo,1
grilled chicken smoky bbq tangdi,indian honey mustard sauce,1
grilled chicken smoky bbq tangdi,kabuli grilled paneer (8 pcs),1
grilled chicken smoky bbq tangdi,indian pico de-gallo,1
grilled chicken smoky bbq tangdi,salted crisper fries,1
grilled chicken smoky bbq tangdi,onion bombs,1
grilled chicken smoky bbq tangdi,peri peri krispers,1
bone in kabuli grilled chicken,coleslaw,1
grilled chicken smoky bbq tangdi,tipsy tiger ginger ale,1
bone in kabuli grilled chicken,ghostbuster sauce,1
bone in kabuli grilled chicken,honey mustard sauce,1
bone in kabuli grilled chicken,indian salsa,1
bone in kabuli grilled chicken,iced green tea - mojito,1
bone in kabuli grilled chicken,tipsy tiger fresh lime soda,1
bone in kabuli grilled chicken,bone in peri peri grilled chicken ,1
bone in kabuli grilled chicken,fried chicken classic tender ,1
bone in kabuli grilled chicken,salted fries ,1
grilled chicken smoky bbq tangdi,jamaican sauce,1
grilled chicken smoky bbq tangdi,iced green tea - peach,1
aac special slaw,indian honey mustard sauce,1
grilled chicken ghostbuster tangdi,grilled chicken smoky bbq boneless breast,1
aac special slaw,peri peri sauce,1
aac special slaw,indian pico de-gallo,1
aac special slaw,harisa mayo,1
aac special slaw,smoky bbq sauce,1
aac special slaw,grilled chicken smoky bbq tangdi,1
aac special slaw,salted fries,1
aac special slaw,india dynamite sauce,1
grilled chicken ghostbuster tangdi,onion rings,1
grilled chicken ghostbuster tangdi,grilled chicken jamaican boneless breast,1
grilled chicken smoky bbq tangdi,peri peri fries,1
grilled chicken ghostbuster tangdi,herbed potato,1
grilled chicken ghostbuster tangdi,onion bombs,1
grilled chicken ghostbuster tangdi,jamaican sauce,1
grilled chicken ghostbuster tangdi,grilled chicken peri peri tangdi,1
grilled chicken smoky bbq tangdi,honey mustard sauce,1
grilled chicken smoky bbq tangdi,mayonnaise,1
grilled chicken smoky bbq tangdi,raw masala lemon shikanji,1
grilled chicken smoky bbq tangdi,herbed potato,1
fried chicken peri peri tenders + peri peri fries,onion bombs,1
grilled chicken angara tenders + salted fries,tipsy tiger ginger ale,1
aac signature krispers,grilled chicken smoky bbq tender,1
fried chicken ghostbuster tender,harisa mayo,1
fried chicken ghostbuster tender,indian salsa,1
fried chicken ghostbuster tender,honey mustard sauce,1
fried chicken ghostbuster tender,grilled chicken angara boneless breast,1
fried chicken ghostbuster tender,herbed potato,1
fried chicken ghostbuster tender,kabuli grilled paneer (8 pcs),1
fried chicken ghostbuster tender,india dynamite sauce,1
fried chicken ghostbuster tender,grilled chicken ghostbuster tangdi,1
fried chicken ghostbuster tender,iced green tea - mojito,1
angara grilled paneer (8 pcs),red rice,1
bone in jamaican grilled chicken,fried chicken peri peri tender ,1
angara grilled paneer (8 pcs),grilled chicken peri peri tangdi,1
angara grilled paneer (8 pcs),grilled chicken jamaican tangdi,1
angara grilled paneer (8 pcs),raw masala lemon shikanji,1
angara grilled paneer (8 pcs),grilled chicken jamaican tender,1
angara grilled paneer (8 pcs),garlic aioli,1
angara grilled paneer (8 pcs),salted crisper fries,1
angara grilled paneer (8 pcs),smoky bbq sauce,1
angara grilled paneer (8 pcs),indian pico de-gallo,1
bone in jamaican grilled chicken,salted krispers,1
bone in jamaican grilled chicken,salted fries ,1
angara grilled paneer (8 pcs),fried chicken peri peri tenders + peri peri fries,1
grilled chicken jamaican tangdi,indian pico de-gallo,1
angara rice,india dynamite sauce,1
angara rice,cafreal dip,1
angara rice,salted fries,1
angara rice,harisa mayo,1
angara rice,kabuli grilled paneer (8 pcs),1
angara rice,indian pico de-gallo,1
grilled chicken jamaican tangdi,tipsy tiger fresh lime soda,1
grilled chicken jamaican tangdi,smoky bbq sauce,1
grilled chicken jamaican tangdi,iced green tea - peach,1
bone in jamaican grilled chicken,grilled chicken angara tender ,1
grilled chicken jamaican tangdi,indian honey mustard sauce,1
bone in jamaican grilled chicken,grilled chicken afghani boneless breast,1
bone in jamaican grilled chicken,grilled chicken jamaican boneless breast,1
bone in jamaican grilled chicken,harissa mayo,1
bone in jamaican grilled chicken,indian salsa,1
bone in jamaican grilled chicken,iced green tea - mojito,1
bone in jamaican grilled chicken,bone in peri peri grilled chicken ,1
bone in jamaican grilled chicken,mayonnaise,1
angara grilled paneer (8 pcs),jamaican sauce,1
angara grilled paneer (8 pcs),onion rings,1
angara rice,peri peri boneless grilled chicken breast,1
grilled chicken jamaican tender,indian salsa,1
grilled chicken angara tender,tipsy tiger ginger ale,1
grilled chicken angara tender,peri peri krispers,1
grilled chicken angara tender,salted krispers,1
peri peri fries,smoky bbq sauce,1
peri peri fries,tenderloin smashed burger,1
peri peri fries,very peri tenderloin burger,1
grilled chicken jamaican tender,iced green tea - mojito,1
grilled chicken jamaican tender,harissa mayo,1
grilled chicken jamaican tender,peri peri sauce,1
grilled chicken angara tender,grilled chicken peri peri tangdi,1
grilled chicken jamaican tender,grilled chicken smoky bbq tender ,1
grilled chicken jamaican tender,indian pico de-gallo,1
grilled chicken jamaican tender,salted krispers,1
grilled chicken peri peri tangdi,tipsy tiger ginger ale,1
grilled chicken peri peri tangdi,jamaican sauce,1
grilled chicken peri peri tangdi,indian salsa,1
grilled chicken peri peri tangdi,peri peri fries ,1
grilled chicken peri peri tangdi,onion bombs,1
grilled chicken angara tender,harisa mayo,1
grilled chicken angara tender,kabuli grilled paneer (8 pcs),1
fried chicken angara tender,grilled chicken afghani boneless breast,1
fried chicken angara tender,peri peri crisper fries,1
fried chicken angara tender,honey mustard sauce,1
fried chicken angara tender,raw masala lemon shikanji,1
fried chicken angara tender,grilled chicken peri peri tender ,1
fried chicken angara tender,fried chicken peri peri tender ,1
fried chicken angara tender,salted fries ,1
fried chicken angara tender,fried chicken classic tenders + aac signature fries,1
fried chicken angara tender,mayonnaise,1
fried chicken angara tender,peri peri fries ,1
fried chicken angara tender,indian honey mustard sauce,1
grilled chicken angara tender,grilled chicken peri peri tender ,1
fried chicken angara tender,grilled chicken angara tangdi,1
fried chicken angara tender,kabuli grilled paneer (8 pcs),1
fried chicken angara tender,peri peri krispers,1
grilled chicken angara tender,smoky bbq sauce,1
grilled chicken angara tender,jamaican sauce,1
grilled chicken angara tender,harissa mayo,1
grilled chicken angara tender,herbed potato,1
grilled chicken angara tender,raw masala lemon shikanji,1
angara rice,chicken 65 boneless grilled chicken breast,1
angara rice,fried chicken peri peri tenders + peri peri fries,1
grilled chicken angara tenders + salted fries,mayonnaise,1
jamaican sauce,raw masala lemon shikanji,1
aac signature fries,grilled chicken jamaican tangdi,1
aac signature fries,angara grilled paneer (8 pcs),1
aac signature fries,smoky bbq sauce,1
aac signature fries,iced green tea - peach,1
aac signature fries,fried chicken classic tenders + aac signature fries,1
aac signature fries,ghostbuster sauce,1
aac signature fries,angara aloo tuk tuki,1
jamaican sauce,salted crisper fries,1
jamaican sauce,peri peri fries ,1
aac signature fries,tipsy tiger fresh lime soda,1
jamaican sauce,tipsy tiger ginger ale,1
jamaican sauce,tipsy tiger fresh lime soda,1
jamaican sauce,peri peri crisper fries,1
bone in angara grilled chicken,iced green tea - mojito,1
bone in angara grilled chicken,indian salsa,1
bone in angara grilled chicken,grilled chicken smoky bbq boneless breast,1
bone in angara grilled chicken,grilled chicken jamaican boneless breast,1
bone in angara grilled chicken,tipsy tiger fresh lime soda,1
aac signature fries,peri peri fries,1
aac signature fries,grilled chicken jamaican boneless breast,1
bone in angara grilled chicken,honey mustard sauce,1
bone in peri peri grilled chicken,honey mustard sauce,1
grilled chicken peri peri tender,smoky bbq sauce,1
grilled chicken peri peri tender,salted krispers,1
bone in peri peri grilled chicken,tipsy tiger ginger ale,1
bone in peri peri grilled chicken,raw masala lemon shikanji,1
bone in peri peri grilled chicken,dynamite sauce,1
bone in peri peri grilled chicken,grilled chicken angara boneless breast,1
bone in peri peri grilled chicken,grilled chicken smoky bbq boneless breast,1
bone in peri peri grilled chicken,coleslaw,1
bone in peri peri grilled chicken,harissa mayo,1
aac signature fries,grilled chicken peri peri boneless breast,1
bone in peri peri grilled chicken,indian salsa,1
bone in peri peri grilled chicken,fried chicken classic tenders + aac signature fries,1
bone in peri peri grilled chicken,india dynamite sauce,1
bone in peri peri grilled chicken,salted fries ,1
bone in peri peri grilled chicken,peri peri fries ,1
bone in peri peri grilled chicken,grilled chicken angara tenders + salted fries,1
bone in peri peri grilled chicken,smoky bbq sauce,1
bone in peri peri grilled chicken,iced green tea - mojito,1
bone in angara grilled chicken,onion rings,1
bone in angara grilled chicken,harissa mayo,1
angara rice,peri peri fries,1
bone in smoky bbq grilled chicken,indian pico de-gallo,1
bone in smoky bbq grilled chicken,raw masala lemon shikanji,1
bone in smoky bbq grilled chicken,mayonnaise,1
bone in smoky bbq grilled chicken,grilled chicken ghostbuster tangdi,1
bone in smoky bbq grilled chicken,india dynamite sauce,1
bone in smoky bbq grilled chicken,kabuli grilled paneer (8 pcs),1
bone in smoky bbq grilled chicken,grilled chicken jamaican tender ,1
bone in smoky bbq grilled chicken,harisa mayo,1
bone in smoky bbq grilled chicken,fried chicken peri peri tender ,1
bone in smoky bbq grilled chicken,salted krispers,1
animal fries,iced green tea - mojito,1
bone in smoky bbq grilled chicken,grilled chicken angara tenders + salted fries,1
bone in smoky bbq grilled chicken,iced green tea - mojito,1
angara rice,smoky bbq boneless grilled chicken breast,1
angara rice,tipsy tiger ginger ale,1
angara rice,bone in jamaican grilled chicken quarter + angara rice,1
angara rice,ghostbuster sauce,1
angara rice,indian salsa,1
angara rice,coleslaw,1
animal fries,peri peri krispers,1
animal fries,indian honey mustard sauce,1
bone in angara grilled chicken,ghostbuster sauce,1
animal fries,red rice,1
bone in angara grilled chicken,jamaican sauce,1
bone in angara grilled chicken,iced green tea - peach,1
bone in angara grilled chicken,fried chicken classic tenders + aac signature fries,1
bone in angara grilled chicken,grilled chicken smoky bbq tender ,1
bone in angara grilled chicken,salted fries ,1
bone in angara grilled chicken,bone in smoky bbq grilled chicken ,1
salted fries,tenderloin smashed double burger,1
salted fries,signature smashed tenderloin burger,1
animal fries,grilled chicken jamaican boneless breast,1
animal fries,fried chicken classic tenders + aac signature fries,1
animal fries,grilled chicken afghani boneless breast,1
animal fries,coleslaw,1
animal fries,indian salsa,1
animal fries,peri peri fries ,1
animal fries,grilled chicken jamaican tender ,1
animal fries,fried chicken angara tender ,1
animal fries,fried chicken kabuli tender ,1
animal fries,salted crisper fries,1
aac signature krispers,grilled chicken smoky bbq tangdi,1
bone in jamaican grilled chicken quarter + angara rice,salted krispers,1
aac grilled paneer burger,grilled chicken smoky bbq tender,1
desi chicken pepperoni pizza,salted crisper fries,1
cafreal sauce,tipsy tiger fresh lime soda,1
cafreal sauce,peri peri paneer melt,1
cafreal sauce,iced green tea - peach,1
cafreal sauce,mushroom pizza,1
cafreal sauce,crushed papad,1
cafreal sauce,pepperoni garlic bread,1
cafreal sauce,herbed potato,1
cafreal sauce,jamaican chicken melt,1
desi chicken pepperoni pizza,salted fries,1
cafreal sauce,masala paneer pide,1
desi chicken pepperoni pizza,peri peri paneer melt,1
desi chicken pepperoni pizza,masala paneer pide,1
desi chicken pepperoni pizza,iced green tea - peach,1
desi chicken pepperoni pizza,og cheese pide,1
desi chicken pepperoni pizza,mutton seekh pide,1
desi chicken pepperoni pizza,indian masala fries,1
desi chicken pepperoni pizza,indian pico de-gallo,1
peanut butter chocolate pide,peri peri paneer melt,1
cafreal sauce,peri peri crisper fries,1
cafreal sauce,masala potato pide,1
mutton seekh pizza,salted fries,1
fried chicken classic tenders + aac signature fries,tipsy tiger fresh lime soda,1
aac grilled chicken burger,fried chicken classic tender ,1
aac grilled chicken burger,bone in peri peri grilled chicken ,1
aac grilled chicken burger,fried chicken angara tender ,1
aac grilled chicken burger,fried chicken peri peri tenders + peri peri fries,1
aac grilled chicken burger,aac special slaw,1
aac grilled chicken burger,peri peri fries ,1
aac grilled chicken burger,indian pico de-gallo,1
fried chicken classic tenders + aac signature fries,fried chicken peri peri tender,1
fried chicken classic tenders + aac signature fries,grilled chicken jamaican tender,1
cafreal sauce,mushroom mozzarella melt,1
fried chicken classic tenders + aac signature fries,salted crisper fries,1
fried chicken classic tenders + aac signature fries,fried chicken kabuli tender,1
cafreal sauce,mutton seekh pide,1
cafreal sauce,peri peri paneer pizza,1
cafreal sauce,malai gud pide,1
cafreal sauce,mayonnaise,1
cafreal sauce,indian salsa,1
cafreal sauce,raw masala lemon shikanji,1
mutton seekh pizza,tipsy tiger fresh lime soda,1
bacon pepperoni melt,indian masala fries,1
aac grilled chicken burger,bone in kabuli grilled chicken,1
mutton seekh pide,tipsy tiger ginger ale,1
